PackagingID,P_DatumTijdStart,P_DatumTijdEind,P_Machine,AantalStuksInDoos,Capaciteit
309,2025-04-12 18:59:53.544356,2025-04-12 21:15:53.544356,Packer B,20,755.25
310,2025-04-12 18:59:53.616587,2025-04-12 21:21:53.616587,Packer B,20,463.42
311,2025-04-12 18:59:53.752496,2025-04-12 20:08:53.752496,Packer A,10,634.03
312,2025-04-12 18:59:53.041636,2025-04-12 19:41:53.041636,Packer A,20,591.0
313,2025-04-12 18:59:53.376995,2025-04-12 20:49:53.376995,Packer A,10,663.13
314,2025-04-12 18:59:53.396620,2025-04-12 21:39:53.396620,Packer B,20,372.85
315,2025-04-12 18:59:53.548047,2025-04-12 19:57:53.548047,Packer A,10,402.53
316,2025-04-12 18:59:53.469311,2025-04-12 21:03:53.469311,Packer B,12,454.11
317,2025-04-12 18:59:53.593252,2025-04-12 21:22:53.593252,Packer C,20,491.3
318,2025-04-12 18:59:53.303982,2025-04-12 21:09:53.303982,Packer C,10,776.15
319,2025-04-12 18:59:53.497095,2025-04-12 19:41:53.497095,Packer A,20,461.88
320,2025-04-12 18:59:53.775570,2025-04-12 19:46:53.775570,Packer B,20,729.48
321,2025-04-12 18:59:53.222351,2025-04-12 19:58:53.222351,Packer A,12,598.7
322,2025-04-12 18:59:53.984829,2025-04-12 21:48:53.984829,Packer C,10,504.73
323,2025-04-12 18:59:53.521442,2025-04-12 21:34:53.521442,Packer B,10,412.83
324,2025-04-12 18:59:53.337172,2025-04-12 20:09:53.337172,Packer A,20,664.46
325,2025-04-12 18:59:53.883947,2025-04-12 19:36:53.883947,Packer B,10,467.62
326,2025-04-12 18:59:53.383283,2025-04-12 20:38:53.383283,Packer B,12,712.4
327,2025-04-12 18:59:53.499354,2025-04-12 20:46:53.499354,Packer C,12,793.39
328,2025-04-12 18:59:53.690377,2025-04-12 19:55:53.690377,Packer C,10,438.78
329,2025-04-12 18:59:53.306567,2025-04-12 21:06:53.306567,Packer C,10,743.11
330,2025-04-12 18:59:53.928367,2025-04-12 20:35:53.928367,Packer C,10,543.25
331,2025-04-12 18:59:53.696579,2025-04-12 20:49:53.696579,Packer C,10,372.75
332,2025-04-12 18:59:53.614330,2025-04-12 21:38:53.614330,Packer B,20,451.71
333,2025-04-12 18:59:53.669720,2025-04-12 21:38:53.669720,Packer C,10,711.09
334,2025-04-12 18:59:53.608896,2025-04-12 20:27:53.608896,Packer C,10,651.06
335,2025-04-12 18:59:53.899823,2025-04-12 20:12:53.899823,Packer A,20,788.62
336,2025-04-12 18:59:53.421099,2025-04-12 19:44:53.421099,Packer C,10,440.22
337,2025-04-12 18:59:53.875939,2025-04-12 20:42:53.875939,Packer A,20,795.32
338,2025-04-12 18:59:53.547171,2025-04-12 20:10:53.547171,Packer A,10,622.73
339,2025-04-12 18:59:53.617892,2025-04-12 20:05:53.617892,Packer C,12,360.73
340,2025-04-12 18:59:53.987326,2025-04-12 21:58:53.987326,Packer C,20,394.39
341,2025-04-12 18:59:53.407477,2025-04-12 20:50:53.407477,Packer C,20,502.32
342,2025-04-12 18:59:53.373273,2025-04-12 21:01:53.373273,Packer C,12,599.75
343,2025-04-12 18:59:53.026501,2025-04-12 21:58:53.026501,Packer B,10,431.11
344,2025-04-12 18:59:53.386767,2025-04-12 20:46:53.386767,Packer B,20,391.49
345,2025-04-12 18:59:53.083584,2025-04-12 21:16:53.083584,Packer C,12,486.07
346,2025-04-12 18:59:53.995829,2025-04-12 20:07:53.995829,Packer C,20,701.15
347,2025-04-12 18:59:53.045251,2025-04-12 21:04:53.045251,Packer C,10,616.46
348,2025-04-12 18:59:53.797357,2025-04-12 20:21:53.797357,Packer B,10,453.59
349,2025-04-12 18:59:53.802029,2025-04-12 19:44:53.802029,Packer C,10,536.78
350,2025-04-12 18:59:53.678593,2025-04-12 21:22:53.678593,Packer A,10,663.57
351,2025-04-12 18:59:53.137491,2025-04-12 21:53:53.137491,Packer B,10,474.66
352,2025-04-12 18:59:53.803093,2025-04-12 19:33:53.803093,Packer A,10,683.24
353,2025-04-12 18:59:53.943107,2025-04-12 19:44:53.943107,Packer B,12,346.55
354,2025-04-12 18:59:53.193998,2025-04-12 21:29:53.193998,Packer C,10,652.09
355,2025-04-12 18:59:53.358067,2025-04-12 21:02:53.358067,Packer A,20,311.52
356,2025-04-12 18:59:53.821297,2025-04-12 19:54:53.821297,Packer C,20,619.46
357,2025-04-12 18:59:53.300502,2025-04-12 19:50:53.300502,Packer A,10,669.67
358,2025-04-12 18:59:53.338506,2025-04-12 21:40:53.338506,Packer B,10,728.16
359,2025-04-12 18:59:53.185698,2025-04-12 19:40:53.185698,Packer C,10,333.35
360,2025-04-12 18:59:53.992846,2025-04-12 21:12:53.992846,Packer A,10,603.36
361,2025-04-12 18:59:53.679228,2025-04-12 20:39:53.679228,Packer B,12,746.89
362,2025-04-12 18:59:53.211043,2025-04-12 21:17:53.211043,Packer A,20,757.18
363,2025-04-12 18:59:53.925125,2025-04-12 20:33:53.925125,Packer B,12,650.78
364,2025-04-12 18:59:53.247329,2025-04-12 21:20:53.247329,Packer C,20,761.52
365,2025-04-12 18:59:53.850048,2025-04-12 21:22:53.850048,Packer C,20,495.87
366,2025-04-12 18:59:53.224299,2025-04-12 21:39:53.224299,Packer A,10,659.43
367,2025-04-12 18:59:53.067761,2025-04-12 21:13:53.067761,Packer A,20,418.36
368,2025-04-12 18:59:53.541512,2025-04-12 20:35:53.541512,Packer A,20,666.77
369,2025-04-12 18:59:53.293804,2025-04-12 21:32:53.293804,Packer C,20,397.03
370,2025-04-12 18:59:53.760681,2025-04-12 20:28:53.760681,Packer C,10,563.64
371,2025-04-12 18:59:53.809431,2025-04-12 20:35:53.809431,Packer C,20,629.21
372,2025-04-12 18:59:53.615468,2025-04-12 20:33:53.615468,Packer C,12,736.0
373,2025-04-12 18:59:53.160126,2025-04-12 20:45:53.160126,Packer B,12,740.95
374,2025-04-12 18:59:53.916716,2025-04-12 20:58:53.916716,Packer B,10,749.22
375,2025-04-12 18:59:53.501038,2025-04-12 19:57:53.501038,Packer A,12,424.2
376,2025-04-12 18:59:53.022102,2025-04-12 20:29:53.022102,Packer A,10,770.44
377,2025-04-12 18:59:53.097346,2025-04-12 20:12:53.097346,Packer C,12,348.16
378,2025-04-12 18:59:53.314395,2025-04-12 21:44:53.314395,Packer A,10,659.46
379,2025-04-12 18:59:53.498253,2025-04-12 21:19:53.498253,Packer A,10,306.67
380,2025-04-12 18:59:53.227520,2025-04-12 20:12:53.227520,Packer B,12,302.92
381,2025-04-12 18:59:53.218019,2025-04-12 21:55:53.218019,Packer B,10,634.36
382,2025-04-12 18:59:53.600936,2025-04-12 20:11:53.600936,Packer C,12,714.51
383,2025-04-12 18:59:53.603730,2025-04-12 21:15:53.603730,Packer B,10,487.35
384,2025-04-12 18:59:53.623273,2025-04-12 20:59:53.623273,Packer C,10,724.48
385,2025-04-12 18:59:53.442700,2025-04-12 21:52:53.442700,Packer A,20,768.91
386,2025-04-12 18:59:53.510464,2025-04-12 19:36:53.510464,Packer C,20,646.86
387,2025-04-12 18:59:53.724614,2025-04-12 21:14:53.724614,Packer B,10,529.36
388,2025-04-12 18:59:53.275842,2025-04-12 21:34:53.275842,Packer B,20,351.16
389,2025-04-12 18:59:53.945304,2025-04-12 21:24:53.945304,Packer C,12,717.61
390,2025-04-12 18:59:53.737591,2025-04-12 21:32:53.737591,Packer B,12,533.68
391,2025-04-12 18:59:53.385330,2025-04-12 19:52:53.385330,Packer A,20,559.47
392,2025-04-12 18:59:53.043155,2025-04-12 19:29:53.043155,Packer B,10,713.79
393,2025-04-12 18:59:53.574900,2025-04-12 19:36:53.574900,Packer A,10,300.46
394,2025-04-12 18:59:53.579608,2025-04-12 21:04:53.579608,Packer B,10,491.72
395,2025-04-12 18:59:53.353211,2025-04-12 19:49:53.353211,Packer A,20,565.09
396,2025-04-12 18:59:53.792634,2025-04-12 21:40:53.792634,Packer B,12,511.17
397,2025-04-12 18:59:53.637013,2025-04-12 21:17:53.637013,Packer C,10,372.17
398,2025-04-12 18:59:53.368056,2025-04-12 20:42:53.368056,Packer B,10,520.86
399,2025-04-12 18:59:53.384195,2025-04-12 20:06:53.384195,Packer C,12,455.62
400,2025-04-12 18:59:53.638698,2025-04-12 20:13:53.638698,Packer B,10,540.51
401,2025-04-12 18:59:53.078849,2025-04-12 21:51:53.078849,Packer C,12,720.06
402,2025-04-12 18:59:53.154273,2025-04-12 21:02:53.154273,Packer C,20,412.0
403,2025-04-12 18:59:53.441540,2025-04-12 21:00:53.441540,Packer B,10,788.02
404,2025-04-12 18:59:53.313409,2025-04-12 19:43:53.313409,Packer A,12,533.6
405,2025-04-12 18:59:53.750560,2025-04-12 20:16:53.750560,Packer A,10,620.41
406,2025-04-12 18:59:53.208758,2025-04-12 20:47:53.208758,Packer C,20,731.35
407,2025-04-12 18:59:53.318467,2025-04-12 19:37:53.318467,Packer C,20,361.7
408,2025-04-12 18:59:53.434955,2025-04-12 19:38:53.434955,Packer A,20,499.48
409,2025-04-12 18:59:53.302310,2025-04-12 21:46:53.302310,Packer A,12,609.38
410,2025-04-12 18:59:53.830047,2025-04-12 19:30:53.830047,Packer A,12,764.93
411,2025-04-12 18:59:53.228274,2025-04-12 21:02:53.228274,Packer A,12,542.18
412,2025-04-12 18:59:53.481765,2025-04-12 19:55:53.481765,Packer A,10,714.47
413,2025-04-12 18:59:53.886318,2025-04-12 21:47:53.886318,Packer B,12,362.05
414,2025-04-12 18:59:53.295168,2025-04-12 19:43:53.295168,Packer B,12,753.85
415,2025-04-12 18:59:53.956150,2025-04-12 20:05:53.956150,Packer A,12,527.35
416,2025-04-12 18:59:53.202556,2025-04-12 19:35:53.202556,Packer A,10,340.69
417,2025-04-12 18:59:53.325132,2025-04-12 19:32:53.325132,Packer B,12,423.73
418,2025-04-12 18:59:53.080073,2025-04-12 20:12:53.080073,Packer C,10,532.59
419,2025-04-12 18:59:53.009541,2025-04-12 20:07:53.009541,Packer B,12,437.48
420,2025-04-12 18:59:53.413118,2025-04-12 21:21:53.413118,Packer C,12,675.28
421,2025-04-12 18:59:53.613828,2025-04-12 19:34:53.613828,Packer A,12,426.07
422,2025-04-12 18:59:53.572962,2025-04-12 21:01:53.572962,Packer B,20,687.72
423,2025-04-12 18:59:53.218706,2025-04-12 21:14:53.218706,Packer B,12,636.92
424,2025-04-12 18:59:53.549036,2025-04-12 20:06:53.549036,Packer B,12,686.41
425,2025-04-12 18:59:53.604171,2025-04-12 20:25:53.604171,Packer B,20,689.91
426,2025-04-12 18:59:53.190191,2025-04-12 20:16:53.190191,Packer A,20,662.06
427,2025-04-12 18:59:53.319063,2025-04-12 21:54:53.319063,Packer C,20,484.52
428,2025-04-12 18:59:53.426604,2025-04-12 21:22:53.426604,Packer A,10,443.8
429,2025-04-12 18:59:53.205868,2025-04-12 21:24:53.205868,Packer C,20,752.8
430,2025-04-12 18:59:53.129410,2025-04-12 20:45:53.129410,Packer B,20,318.29
431,2025-04-12 18:59:53.671877,2025-04-12 20:47:53.671877,Packer C,10,348.33
432,2025-04-12 18:59:53.163846,2025-04-12 20:07:53.163846,Packer C,12,669.01
433,2025-04-12 18:59:53.877611,2025-04-12 19:49:53.877611,Packer A,10,722.05
434,2025-04-12 18:59:53.922214,2025-04-12 20:37:53.922214,Packer A,12,628.26
435,2025-04-12 18:59:53.617701,2025-04-12 20:34:53.617701,Packer C,10,794.51
436,2025-04-12 18:59:53.601526,2025-04-12 20:28:53.601526,Packer B,20,427.02
437,2025-04-12 18:59:53.960320,2025-04-12 19:36:53.960320,Packer B,10,441.76
438,2025-04-12 18:59:53.395485,2025-04-12 20:34:53.395485,Packer B,12,714.75
439,2025-04-12 18:59:53.034033,2025-04-12 19:44:53.034033,Packer B,12,620.17
440,2025-04-12 18:59:53.525111,2025-04-12 19:54:53.525111,Packer B,12,672.02
441,2025-04-12 18:59:53.476540,2025-04-12 20:44:53.476540,Packer B,10,342.4
442,2025-04-12 18:59:53.456144,2025-04-12 20:55:53.456144,Packer A,20,382.21
443,2025-04-12 18:59:53.219934,2025-04-12 21:02:53.219934,Packer C,12,443.21
444,2025-04-12 18:59:53.013823,2025-04-12 21:28:53.013823,Packer A,10,344.83
445,2025-04-12 18:59:53.573195,2025-04-12 19:50:53.573195,Packer B,10,584.02
446,2025-04-12 18:59:53.871196,2025-04-12 19:44:53.871196,Packer B,10,468.95
447,2025-04-12 18:59:53.903845,2025-04-12 21:40:53.903845,Packer B,10,367.27
448,2025-04-12 18:59:53.937544,2025-04-12 21:34:53.937544,Packer B,12,530.64
449,2025-04-12 18:59:53.198892,2025-04-12 21:24:53.198892,Packer C,10,635.91
450,2025-04-12 18:59:53.726447,2025-04-12 21:15:53.726447,Packer B,10,620.62
451,2025-04-12 18:59:53.911207,2025-04-12 19:52:53.911207,Packer B,12,307.26
452,2025-04-12 18:59:53.743493,2025-04-12 21:43:53.743493,Packer B,10,487.88
453,2025-04-12 18:59:53.003054,2025-04-12 19:58:53.003054,Packer B,12,793.68
454,2025-04-12 18:59:53.281374,2025-04-12 19:43:53.281374,Packer C,12,647.3
455,2025-04-12 18:59:53.063727,2025-04-12 21:23:53.063727,Packer C,20,373.65
456,2025-04-12 18:59:53.223753,2025-04-12 21:23:53.223753,Packer C,12,455.4
457,2025-04-12 18:59:53.823878,2025-04-12 19:37:53.823878,Packer C,20,371.47
458,2025-04-12 18:59:53.412560,2025-04-12 19:44:53.412560,Packer C,20,686.02
459,2025-04-12 18:59:53.439318,2025-04-12 20:49:53.439318,Packer C,20,365.5
460,2025-04-12 18:59:53.975664,2025-04-12 19:56:53.975664,Packer B,20,356.69
461,2025-04-12 18:59:53.427377,2025-04-12 21:58:53.427377,Packer B,10,606.66
462,2025-04-12 18:59:53.549098,2025-04-12 21:39:53.549098,Packer C,10,399.3
463,2025-04-12 18:59:53.062261,2025-04-12 21:06:53.062261,Packer A,20,767.82
464,2025-04-12 18:59:53.112249,2025-04-12 20:58:53.112249,Packer A,10,788.37
465,2025-04-12 18:59:53.294401,2025-04-12 21:22:53.294401,Packer B,10,722.22
466,2025-04-12 18:59:53.318830,2025-04-12 21:59:53.318830,Packer A,12,305.68
467,2025-04-12 18:59:53.722113,2025-04-12 20:24:53.722113,Packer C,12,329.8
468,2025-04-12 18:59:53.300569,2025-04-12 20:37:53.300569,Packer C,10,683.28
469,2025-04-12 18:59:53.377692,2025-04-12 20:45:53.377692,Packer A,20,374.78
470,2025-04-12 18:59:53.361640,2025-04-12 20:50:53.361640,Packer A,10,327.84
471,2025-04-12 18:59:53.354264,2025-04-12 21:46:53.354264,Packer A,12,704.92
472,2025-04-12 18:59:53.317105,2025-04-12 21:32:53.317105,Packer B,20,378.78
473,2025-04-12 18:59:53.309320,2025-04-12 21:59:53.309320,Packer C,10,399.91
474,2025-04-12 18:59:53.044936,2025-04-12 20:58:53.044936,Packer C,12,689.25
475,2025-04-12 18:59:53.747598,2025-04-12 21:42:53.747598,Packer B,20,431.15
476,2025-04-12 18:59:53.805524,2025-04-12 19:38:53.805524,Packer A,10,642.87
477,2025-04-12 18:59:53.693978,2025-04-12 20:09:53.693978,Packer B,10,403.01
478,2025-04-12 18:59:53.064428,2025-04-12 19:30:53.064428,Packer A,12,721.73
479,2025-04-12 18:59:53.076022,2025-04-12 21:17:53.076022,Packer B,20,751.3
480,2025-04-12 18:59:53.700344,2025-04-12 20:45:53.700344,Packer C,12,628.05
481,2025-04-12 18:59:53.541505,2025-04-12 19:33:53.541505,Packer A,10,526.54
482,2025-04-12 18:59:53.195337,2025-04-12 21:05:53.195337,Packer A,12,342.45
483,2025-04-12 18:59:53.981796,2025-04-12 19:32:53.981796,Packer B,12,313.66
484,2025-04-12 18:59:53.873523,2025-04-12 21:51:53.873523,Packer C,12,549.69
485,2025-04-12 18:59:53.999586,2025-04-12 20:35:53.999586,Packer B,10,481.99
486,2025-04-12 18:59:53.201927,2025-04-12 20:52:53.201927,Packer B,12,605.84
487,2025-04-12 18:59:53.372668,2025-04-12 20:19:53.372668,Packer A,10,302.55
488,2025-04-12 18:59:53.072609,2025-04-12 19:46:53.072609,Packer A,20,659.33
489,2025-04-12 18:59:53.928838,2025-04-12 20:14:53.928838,Packer B,10,523.29
490,2025-04-12 18:59:53.463607,2025-04-12 21:50:53.463607,Packer C,20,480.72
491,2025-04-12 18:59:53.488216,2025-04-12 21:50:53.488216,Packer A,12,310.83
492,2025-04-12 18:59:53.585759,2025-04-12 20:55:53.585759,Packer B,20,636.43
493,2025-04-12 18:59:53.264335,2025-04-12 19:44:53.264335,Packer B,20,723.75
494,2025-04-12 18:59:53.081245,2025-04-12 20:14:53.081245,Packer C,12,602.62
495,2025-04-12 18:59:53.852633,2025-04-12 20:40:53.852633,Packer B,12,490.01
496,2025-04-12 18:59:53.052543,2025-04-12 21:02:53.052543,Packer B,12,755.94
497,2025-04-12 18:59:53.508618,2025-04-12 20:00:53.508618,Packer B,20,600.37
498,2025-04-12 18:59:53.451721,2025-04-12 20:09:53.451721,Packer B,12,504.01
499,2025-04-12 18:59:53.466128,2025-04-12 19:32:53.466128,Packer B,12,711.86
500,2025-04-12 18:59:53.094125,2025-04-12 20:24:53.094125,Packer A,12,377.53
501,2025-04-12 18:59:53.248427,2025-04-12 20:37:53.248427,Packer C,12,477.55
502,2025-04-12 18:59:53.898088,2025-04-12 21:19:53.898088,Packer A,10,681.53
503,2025-04-12 18:59:53.293317,2025-04-12 20:09:53.293317,Packer C,20,687.33
504,2025-04-12 18:59:53.367661,2025-04-12 21:06:53.367661,Packer B,10,387.44
505,2025-04-12 18:59:53.492447,2025-04-12 21:25:53.492447,Packer C,20,704.35
506,2025-04-12 18:59:53.957563,2025-04-12 19:35:53.957563,Packer C,20,712.45
507,2025-04-12 18:59:53.276515,2025-04-12 21:34:53.276515,Packer A,10,633.41
508,2025-04-12 18:59:53.664449,2025-04-12 21:44:53.664449,Packer B,20,781.84
509,2025-04-12 18:59:53.115481,2025-04-12 20:03:53.115481,Packer B,20,564.1
510,2025-04-12 18:59:53.388564,2025-04-12 21:43:53.388564,Packer C,10,318.62
511,2025-04-12 18:59:53.719765,2025-04-12 19:52:53.719765,Packer C,10,719.63
512,2025-04-12 18:59:53.516745,2025-04-12 20:59:53.516745,Packer B,12,504.29
513,2025-04-12 18:59:53.626449,2025-04-12 21:04:53.626449,Packer A,10,557.06
514,2025-04-12 18:59:53.658336,2025-04-12 19:55:53.658336,Packer A,12,439.43
515,2025-04-12 18:59:53.528854,2025-04-12 19:55:53.528854,Packer A,12,514.87
516,2025-04-12 18:59:53.727375,2025-04-12 21:17:53.727375,Packer C,20,526.65
517,2025-04-12 18:59:53.824390,2025-04-12 19:43:53.824390,Packer B,10,623.54
518,2025-04-12 18:59:53.208342,2025-04-12 20:07:53.208342,Packer C,12,404.77
519,2025-04-12 18:59:53.926640,2025-04-12 21:53:53.926640,Packer B,20,418.35
520,2025-04-12 18:59:53.085253,2025-04-12 21:42:53.085253,Packer C,20,561.39
521,2025-04-12 18:59:53.519965,2025-04-12 21:05:53.519965,Packer C,10,786.27
522,2025-04-12 18:59:53.495006,2025-04-12 19:38:53.495006,Packer A,12,662.35
523,2025-04-12 18:59:53.045518,2025-04-12 20:21:53.045518,Packer C,10,516.87
524,2025-04-12 18:59:53.515332,2025-04-12 19:55:53.515332,Packer C,20,780.0
525,2025-04-12 18:59:53.101080,2025-04-12 20:41:53.101080,Packer A,10,627.08
526,2025-04-12 18:59:53.675574,2025-04-12 21:06:53.675574,Packer B,20,396.14
527,2025-04-12 18:59:53.324380,2025-04-12 21:47:53.324380,Packer B,20,650.37
528,2025-04-12 18:59:53.722620,2025-04-12 21:28:53.722620,Packer A,10,334.45
529,2025-04-12 18:59:53.039541,2025-04-12 19:31:53.039541,Packer A,10,600.21
530,2025-04-12 18:59:53.164937,2025-04-12 19:52:53.164937,Packer B,10,300.62
531,2025-04-12 18:59:53.514572,2025-04-12 19:50:53.514572,Packer C,10,620.99
532,2025-04-12 18:59:53.102668,2025-04-12 20:16:53.102668,Packer C,12,344.52
533,2025-04-12 18:59:53.467029,2025-04-12 20:00:53.467029,Packer A,10,715.32
534,2025-04-12 18:59:53.588491,2025-04-12 21:21:53.588491,Packer B,20,378.37
535,2025-04-12 18:59:53.370075,2025-04-12 19:53:53.370075,Packer B,20,361.98
536,2025-04-12 18:59:53.221711,2025-04-12 20:05:53.221711,Packer A,20,379.13
537,2025-04-12 18:59:53.409390,2025-04-12 21:52:53.409390,Packer A,10,570.11
538,2025-04-12 18:59:53.832556,2025-04-12 21:04:53.832556,Packer A,10,326.11
539,2025-04-12 18:59:53.695881,2025-04-12 21:15:53.695881,Packer A,10,479.4
540,2025-04-12 18:59:53.029721,2025-04-12 19:40:53.029721,Packer A,12,753.2
541,2025-04-12 18:59:53.907185,2025-04-12 20:13:53.907185,Packer B,12,527.35
542,2025-04-12 18:59:53.219784,2025-04-12 21:21:53.219784,Packer B,20,737.07
543,2025-04-12 18:59:53.693685,2025-04-12 21:34:53.693685,Packer C,10,366.41
544,2025-04-12 18:59:53.860118,2025-04-12 21:24:53.860118,Packer B,20,530.96
545,2025-04-12 18:59:53.285227,2025-04-12 19:40:53.285227,Packer C,20,320.35
546,2025-04-12 18:59:53.036862,2025-04-12 20:29:53.036862,Packer A,10,777.04
547,2025-04-12 18:59:53.216571,2025-04-12 21:32:53.216571,Packer A,20,719.81
548,2025-04-12 18:59:53.769830,2025-04-12 21:23:53.769830,Packer C,20,691.34
549,2025-04-12 18:59:53.786377,2025-04-12 19:46:53.786377,Packer A,10,634.68
550,2025-04-12 18:59:53.655566,2025-04-12 20:19:53.655566,Packer B,12,321.0
551,2025-04-12 18:59:53.340726,2025-04-12 19:40:53.340726,Packer B,20,606.9
552,2025-04-12 18:59:53.881395,2025-04-12 20:58:53.881395,Packer C,12,589.38
553,2025-04-12 18:59:53.058102,2025-04-12 19:49:53.058102,Packer A,20,577.43
554,2025-04-12 18:59:53.933535,2025-04-12 21:15:53.933535,Packer B,20,469.82
555,2025-04-12 18:59:53.931357,2025-04-12 20:32:53.931357,Packer B,20,574.28
556,2025-04-12 18:59:53.856843,2025-04-12 21:56:53.856843,Packer B,12,479.72
557,2025-04-12 18:59:53.621998,2025-04-12 21:16:53.621998,Packer C,12,355.38
558,2025-04-12 18:59:53.522424,2025-04-12 21:24:53.522424,Packer C,12,524.33
559,2025-04-12 18:59:53.939609,2025-04-12 19:47:53.939609,Packer C,20,460.73
560,2025-04-12 18:59:53.344768,2025-04-12 20:27:53.344768,Packer A,20,501.97
561,2025-04-12 18:59:53.738395,2025-04-12 20:19:53.738395,Packer A,10,577.43
562,2025-04-12 18:59:53.500778,2025-04-12 20:53:53.500778,Packer A,12,792.54
563,2025-04-12 18:59:53.863854,2025-04-12 19:29:53.863854,Packer C,20,577.71
564,2025-04-12 18:59:53.653608,2025-04-12 20:43:53.653608,Packer A,20,516.58
565,2025-04-12 18:59:53.203592,2025-04-12 21:24:53.203592,Packer C,10,434.1
566,2025-04-12 18:59:53.496682,2025-04-12 20:24:53.496682,Packer A,10,321.27
567,2025-04-12 18:59:53.551533,2025-04-12 20:58:53.551533,Packer A,20,576.47
568,2025-04-12 18:59:53.173435,2025-04-12 20:01:53.173435,Packer A,20,388.86
569,2025-04-12 18:59:53.235061,2025-04-12 21:39:53.235061,Packer A,12,472.98
570,2025-04-12 18:59:53.907589,2025-04-12 19:30:53.907589,Packer A,10,387.77
571,2025-04-12 18:59:53.980390,2025-04-12 20:28:53.980390,Packer A,10,585.92
572,2025-04-12 18:59:53.268125,2025-04-12 21:41:53.268125,Packer B,12,608.02
573,2025-04-12 18:59:53.704059,2025-04-12 20:26:53.704059,Packer C,12,412.68
574,2025-04-12 18:59:53.423626,2025-04-12 20:04:53.423626,Packer C,20,678.98
575,2025-04-12 18:59:53.291019,2025-04-12 21:18:53.291019,Packer A,20,669.89
576,2025-04-12 18:59:53.819734,2025-04-12 20:41:53.819734,Packer C,10,656.33
577,2025-04-12 18:59:53.624358,2025-04-12 19:58:53.624358,Packer A,20,679.17
578,2025-04-12 18:59:53.372933,2025-04-12 21:28:53.372933,Packer C,10,525.26
579,2025-04-12 18:59:53.978017,2025-04-12 20:17:53.978017,Packer B,10,360.55
580,2025-04-12 18:59:53.507508,2025-04-12 19:44:53.507508,Packer B,10,734.43
581,2025-04-12 18:59:53.145849,2025-04-12 21:52:53.145849,Packer A,10,508.79
582,2025-04-12 18:59:53.274879,2025-04-12 21:44:53.274879,Packer A,10,424.32
583,2025-04-12 18:59:53.688196,2025-04-12 20:22:53.688196,Packer A,20,487.39
584,2025-04-12 18:59:53.157026,2025-04-12 21:00:53.157026,Packer B,20,607.59
585,2025-04-12 18:59:53.010387,2025-04-12 20:36:53.010387,Packer C,12,475.37
586,2025-04-12 18:59:53.298429,2025-04-12 20:23:53.298429,Packer B,12,484.89
